date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:20:28	14247/14247	---M--	200	added ('OK')	image/png	etag:%22b9de38fb456d7e33921c067968d24c2f%22	http://s3.amazonaws.com/lyah/bear.png	lyah/bear.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
00:20:28	14654/14654	---M--	200	added ('OK')	image/png	etag:%22d454c0d737de3944be03fc48748c9ed8%22	http://s3.amazonaws.com/lyah/accordion.png	lyah/accordion.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
00:20:29	5602/5602	---M--	200	added ('OK')	image/png	etag:%22b8f9384154ea3596d9e94ff781a84b8f%22	http://s3.amazonaws.com/lyah/smugpig.png	lyah/smugpig.png	(from http://learnyouahaskell.com/a-fistful-of-monads)
00:20:30	5126/5126	---M--	200	added ('OK')	image/png	etag:%22b5b4eee188e18357794b664da6a25ab3%22	http://s3.amazonaws.com/lyah/tur2.png	lyah/tur2.png	(from http://learnyouahaskell.com/a-fistful-of-monads)
00:20:31	9104/9104	---M--	200	added ('OK')	image/png	etag:%2267a68ba24601a1d24d3dc0be5ab4699a%22	http://s3.amazonaws.com/lyah/pierre.png	lyah/pierre.png	(from http://learnyouahaskell.com/a-fistful-of-monads)
00:20:31	17927/17927	---M--	200	added ('OK')	image/png	etag:%2230c021fc0bf9895213d6663f2ada278a%22	http://s3.amazonaws.com/lyah/kid.png	lyah/kid.png	(from http://learnyouahaskell.com/a-fistful-of-monads)
00:20:31	4094/4094	---M--	200	added ('OK')	image/png	etag:%22d52c01788ebc4a9312e30aa7c08224e5%22	http://s3.amazonaws.com/lyah/banana.png	lyah/banana.png	(from http://learnyouahaskell.com/a-fistful-of-monads)
00:20:31	32674/32674	---M--	200	added ('OK')	image/png	etag:%226da087e4f2c9e028605906494775915e%22	http://s3.amazonaws.com/lyah/buddha.png	lyah/buddha.png	(from http://learnyouahaskell.com/a-fistful-of-monads)
00:20:32	9929/9929	---M--	200	added ('OK')	image/png	etag:%22c473e3b731c6f43d00f994b0a314c116%22	http://s3.amazonaws.com/lyah/centaur.png	lyah/centaur.png	(from http://learnyouahaskell.com/a-fistful-of-monads)
00:20:32	11890/11890	---M--	200	added ('OK')	image/png	etag:%22bc7acc95dbdfc3eee994b21e861a025d%22	http://s3.amazonaws.com/lyah/owld.png	lyah/owld.png	(from http://learnyouahaskell.com/a-fistful-of-monads)
00:20:33	7057/7057	---M--	200	added ('OK')	image/png	etag:%221b05d1ec2553af7c89d0c58916f051e3%22	http://s3.amazonaws.com/lyah/deadcat.png	lyah/deadcat.png	(from http://learnyouahaskell.com/a-fistful-of-monads)
00:20:33	13511/13511	---M--	200	added ('OK')	image/png	etag:%223c76d97735f61a806bcc8406958305a9%22	http://s3.amazonaws.com/lyah/concatmap.png	lyah/concatmap.png	(from http://learnyouahaskell.com/a-fistful-of-monads)
00:20:34	6438/6438	---M--	200	added ('OK')	image/png	etag:%224033337aad6ee8ab808c93e3e89a539c%22	http://s3.amazonaws.com/lyah/judgedog.png	lyah/judgedog.png	(from http://learnyouahaskell.com/a-fistful-of-monads)
00:20:36	7884/7884	---M--	200	added ('OK')	image/png	etag:%22df86bed01da6a27120d22cbf5181c1a1%22	http://s3.amazonaws.com/lyah/tuco.png	lyah/tuco.png	(from http://learnyouahaskell.com/for-a-few-monads-more)
00:20:36	29158/29158	---M--	200	added ('OK')	image/png	etag:%229f29442f262f150b22054781653efda3%22	http://s3.amazonaws.com/lyah/chess.png	lyah/chess.png	(from http://learnyouahaskell.com/a-fistful-of-monads)
00:20:36	13739/13739	---M--	200	added ('OK')	image/png	etag:%226fe2c86a7c51effd483f92043b49e4e3%22	http://s3.amazonaws.com/lyah/clint.png	lyah/clint.png	(from http://learnyouahaskell.com/for-a-few-monads-more)
00:20:36	7361/7361	---M--	200	added ('OK')	image/png	etag:%22e9db962c77f0077c033dc49b88e7a31c%22	http://s3.amazonaws.com/lyah/angeleyes.png	lyah/angeleyes.png	(from http://learnyouahaskell.com/for-a-few-monads-more)
00:20:36	5662/5662	---M--	200	added ('OK')	image/png	etag:%22eccc6f7c4a074b77abc185af861432dc%22	http://s3.amazonaws.com/lyah/cactus.png	lyah/cactus.png	(from http://learnyouahaskell.com/for-a-few-monads-more)
00:20:37	4355/4355	---M--	200	added ('OK')	image/png	etag:%224623953e77679d6e40945fd9d657c44a%22	http://s3.amazonaws.com/lyah/revolver.png	lyah/revolver.png	(from http://learnyouahaskell.com/for-a-few-monads-more)
00:20:37	4042/4042	---M--	200	added ('OK')	image/png	etag:%22a74babd3308b3e8c74169afcf5b349de%22	http://s3.amazonaws.com/lyah/texas.png	lyah/texas.png	(from http://learnyouahaskell.com/for-a-few-monads-more)
00:20:38	5460/5460	---M--	200	added ('OK')	image/png	etag:%22f239400289cce12ecb0cf639abc7bb4e%22	http://s3.amazonaws.com/lyah/badge.png	lyah/badge.png	(from http://learnyouahaskell.com/for-a-few-monads-more)
00:20:38	7009/7009	---M--	200	added ('OK')	image/png	etag:%22d5cb194aa78a1cd8e55a98f4f736ab9a%22	http://s3.amazonaws.com/lyah/wolf.png	lyah/wolf.png	(from http://learnyouahaskell.com/for-a-few-monads-more)
00:20:38	12439/12439	---M--	200	added ('OK')	image/png	etag:%22522bee358f3973f8dae1f6921381d18b%22	http://s3.amazonaws.com/lyah/tipi.png	lyah/tipi.png	(from http://learnyouahaskell.com/for-a-few-monads-more)
00:20:39	2280/2280	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Nov%202013%2017:20:39%20GMT	http://learnyouahaskell.com/folds	folds.8e.delayed	(from http://learnyouahaskell.com/for-a-few-monads-more)
00:20:40	15015/15015	---M--	200	added ('OK')	image/png	etag:%221ace2f3185b51c198d568d65610911d2%22	http://s3.amazonaws.com/lyah/miner.png	lyah/miner.png	(from http://learnyouahaskell.com/for-a-few-monads-more)
00:20:40	2280/2280	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Nov%202013%2017:20:40%20GMT	http://learnyouahaskell.com/reverse-polish-notation-calculator	reverse-polish-notation-calculator.90.delayed	(from http://learnyouahaskell.com/for-a-few-monads-more)
00:20:41	12349/12349	---M--	200	added ('OK')	image/png	etag:%2220adebe0d2dc98e87c0184186337acc7%22	http://s3.amazonaws.com/lyah/spearhead.png	lyah/spearhead.png	(from http://learnyouahaskell.com/for-a-few-monads-more)
00:20:41	6562/6562	---M--	200	added ('OK')	image/png	etag:%2200c7add3efd27107e66f88ed484bbbcf%22	http://s3.amazonaws.com/lyah/prob.png	lyah/prob.png	(from http://learnyouahaskell.com/for-a-few-monads-more)
00:20:42	11175/11175	---M--	200	added ('OK')	image/png	etag:%2268ef2fe1a9d4b7c0bb0a432a59f973d7%22	http://s3.amazonaws.com/lyah/ride.png	lyah/ride.png	(from http://learnyouahaskell.com/for-a-few-monads-more)
00:20:43	9176/9176	---M--	200	added ('OK')	image/png	etag:%2238a35d5-23d8-49429eb6037ae%22	http://learnyouahaskell.com/60sdude.png	60sdude.png	(from http://learnyouahaskell.com/zippers)
00:20:44	23617/23617	---M--	200	added ('OK')	image/png	etag:%2238a355f-5c41-49429ea39b90b%22	http://learnyouahaskell.com/pollywantsa.png	pollywantsa.png	(from http://learnyouahaskell.com/zippers)
00:20:44	7511/7511	---M--	200	added ('OK')	image/png	etag:%2238a3591-1d57-49429eab80f62%22	http://learnyouahaskell.com/bread.png	bread.png	(from http://learnyouahaskell.com/zippers)
00:20:45	10962/10962	---M--	200	added ('OK')	image/png	etag:%2238a35bb-2ad2-49429eb303936%22	http://learnyouahaskell.com/almostzipper.png	almostzipper.png	(from http://learnyouahaskell.com/zippers)
00:20:46	13127/13127	---M--	200	added ('OK')	image/png	etag:%2238a35b4-3347-49429eb132341%22	http://learnyouahaskell.com/asstronaut.png	asstronaut.png	(from http://learnyouahaskell.com/zippers)
00:20:46	8297/8297	---M--	200	added ('OK')	image/png	etag:%2238a3588-2069-49429ea87b071%22	http://learnyouahaskell.com/picard.png	picard.png	(from http://learnyouahaskell.com/zippers)
00:20:47	9651/9651	---M--	200	added ('OK')	image/png	etag:%2238a351f-25b3-49429e9d99257%22	http://learnyouahaskell.com/spongedisk.png	spongedisk.png	(from http://learnyouahaskell.com/zippers)
00:20:48	4819/4819	---M--	200	added ('OK')	image/png	etag:%2238a358f-12d3-49429ea9d7134%22	http://learnyouahaskell.com/cool.png	cool.png	(from http://learnyouahaskell.com/zippers)
00:20:48	12372/12372	---M--	200	added ('OK')	image/png	etag:%2238a35a2-3054-49429ead729bd%22	http://learnyouahaskell.com/bigtree.png	bigtree.png	(from http://learnyouahaskell.com/zippers)
